system_id,hostname,ip_address,timestamp,uptime,os_type,os_version,os_release,kernel_version,architecture,platform,cpu_model,cpu_cores,cpu_threads,cpu_freq_current,cpu_freq_max,cpu_usage,cpu_user,cpu_system,cpu_idle,cpu_iowait,load_1m,load_5m,load_15m,ram_total,ram_used,ram_free,ram_percent,swap_percent,disk_type,disk_total,disk_used,disk_free,disk_percent,disk_io_wait,disk_read_bytes,disk_write_bytes,net_bytes_sent,net_bytes_recv,net_packets_sent,net_packets_recv,net_rtt,process_count,thread_count,top_process_cpu,top_process_memory,cpu_temp,fan_speed,power_usage
4,server-mac-01,192.168.1.40,01-01-26 6:20,322800,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel i7-9750H,6,12,2.06,4,35.97,23.38,8.99,64.03,4,1.8,1.64,1.44,32,16.07,15.93,50.21,8.25,SSD,1000,357.14,642.86,35.71,4,230397,287834,215198,273103,1457,3311,14.39,117,468,9.52,12.09,69.46,3284,188
4,server-mac-01,192.168.1.40,01-01-26 6:20,322810,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Apple M1,8,8,2.29,3.2,40.41,26.27,10.1,59.59,5.49,2.02,1.84,1.62,64,30.93,33.07,48.32,3.6,NVMe,1000,639.37,360.63,63.94,5.49,200220,163690,243078,169521,1490,2193,11.84,118,472,19.96,5.29,62.35,2870,169
4,server-mac-01,192.168.1.40,01-01-26 6:20,322820,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Apple M1,8,8,2.18,3.2,43.51,28.28,10.88,56.49,10.17,2.18,1.98,1.74,64,37.8,26.2,59.06,5.18,SSD,512,226,286,44.14,10.17,247438,119415,167481,334334,1673,2833,5.62,112,448,20.43,6.39,49.65,2642,160
2,server-win-01,192.168.1.20,01-01-26 6:20,322830,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Apple M1,8,8,2.98,3.2,44.89,29.18,11.22,55.11,5.84,2.24,2.04,1.8,64,35.12,28.88,54.88,4.31,SSD,2000,1249.23,750.77,62.46,5.84,127216,281258,182827,242798,2552,2989,6.96,129,516,13.09,13.79,63.24,2540,238
2,server-win-01,192.168.1.20,01-01-26 6:20,322840,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,AMD Ryzen 7 3700X,8,16,3.61,4.4,32.39,21.05,8.1,67.61,9.34,1.62,1.47,1.3,64,31.63,32.37,49.42,5.6,SSD,1000,540.48,459.52,54.05,9.34,208195,150799,242518,229888,2722,2223,10.9,125,500,14.73,1.29,61.4,3217,182
3,server-linux-02,192.168.1.30,01-01-26 6:20,322850,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Intel Xeon E5-2670,8,16,3.09,3.1,38.13,24.78,9.53,61.87,5.33,1.91,1.73,1.53,64,33.86,30.14,52.91,6.46,HDD,1000,565.33,434.67,56.53,5.33,283878,190325,134621,212968,2310,2334,9.13,145,580,24.75,14.98,65.9,3225,239
4,server-mac-01,192.168.1.40,01-01-26 6:21,322860,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Intel Xeon E5-2670,8,16,2.93,3.1,32.49,21.12,8.12,67.51,6.6,1.62,1.48,1.3,64,39.98,24.02,62.47,5.02,SSD,1000,842.87,157.13,84.29,6.6,300759,124560,222949,242619,2084,2784,11.43,120,480,18.31,8.97,56.88,3147,203
3,server-linux-02,192.168.1.30,01-01-26 6:21,322870,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,AMD Ryzen 7 3700X,8,16,4.34,4.4,39.47,25.65,9.87,60.53,4.42,1.97,1.79,1.58,16,8.84,7.16,55.22,3.71,NVMe,2000,947.16,1052.84,47.36,4.42,181796,150565,166472,194316,2470,2995,8.45,107,428,19.16,12.82,50.93,2766,244
4,server-mac-01,192.168.1.40,01-01-26 6:21,322880,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel i7-9750H,6,12,3.71,4,42.87,27.86,10.72,57.13,7.84,2.14,1.95,1.71,64,27.25,36.75,42.58,6.91,SSD,512,278.87,233.13,54.47,7.84,247353,133293,204132,260801,3112,2142,11.02,146,584,21.4,13.8,43.61,2675,284
3,server-linux-02,192.168.1.30,01-01-26 6:21,322890,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel Xeon E5-2670,8,16,2.37,3.1,32.77,21.3,8.19,67.23,6.4,1.64,1.49,1.31,16,8.71,7.29,54.44,4.29,SSD,2000,1193.49,806.51,59.67,6.4,231691,222133,194457,258949,2784,2495,10.67,96,384,21.96,11.43,56.06,2819,259
2,server-win-01,192.168.1.20,01-01-26 6:21,322900,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Intel i7-9750H,6,12,3.93,4,47.73,31.03,11.93,52.27,4.78,2.39,2.17,1.91,16,6.31,9.69,39.45,4.99,NVMe,2000,1136.38,863.62,56.82,4.78,309679,237370,185348,217218,1604,2551,13.03,113,452,23.33,16.28,71.26,2788,240
1,server-linux-01,192.168.1.10,01-01-26 6:21,322910,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Apple M1,8,8,2.93,3.2,37.02,24.07,9.26,62.98,6.81,1.85,1.68,1.48,64,24.59,39.41,38.42,4.69,SSD,2000,807.46,1192.54,40.37,6.81,371154,189713,118411,197902,1824,1662,8.99,86,344,18.4,11.42,57.28,3182,174
2,server-win-01,192.168.1.20,01-01-26 6:22,322920,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel Xeon E5-2670,8,16,2.52,3.1,41.87,27.22,10.47,58.13,5.76,2.09,1.9,1.67,32,13.87,18.13,43.34,8.04,SSD,512,270.62,241.38,52.86,5.76,91263,168716,117924,327339,1371,3129,12.65,80,320,22.6,23.97,58.11,2770,145
4,server-mac-01,192.168.1.40,01-01-26 6:22,322930,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,AMD Ryzen 7 3700X,8,16,3.62,4.4,35.21,22.89,8.8,64.79,4.89,1.76,1.6,1.41,64,38.51,25.49,60.17,6.6,SSD,2000,1156.26,843.74,57.81,4.89,290816,189513,181784,150173,2571,2056,10.27,121,484,18.08,9.12,56.72,2764,225
2,server-win-01,192.168.1.20,01-01-26 6:22,322940,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel Xeon E5-2670,8,16,3.04,3.1,50.82,33.03,12.71,49.18,7.77,2.54,2.31,2.03,16,8.77,7.23,54.8,5.05,HDD,512,307.26,204.74,60.01,7.77,348926,117080,186811,337266,1994,2738,10.04,116,464,19.2,19.19,62.87,2656,149
1,server-linux-01,192.168.1.10,01-01-26 6:22,322950,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel i7-9750H,6,12,2.06,4,31.81,20.67,7.95,68.19,6.37,1.59,1.45,1.27,16,6.88,9.12,42.97,4.07,NVMe,2000,1256.04,743.96,62.8,6.37,298371,125208,200278,352652,2831,2892,10.33,115,460,28.63,13.04,45.26,3059,226
2,server-win-01,192.168.1.20,01-01-26 6:22,322960,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel Xeon E5-2670,8,16,2.38,3.1,40.41,26.27,10.1,59.59,7.28,2.02,1.84,1.62,64,32.03,31.97,50.04,0.47,HDD,2000,1074.52,925.48,53.73,7.28,175303,144786,109736,275828,1761,2414,8.3,142,568,21.27,6.8,67.39,3270,213
3,server-linux-02,192.168.1.30,01-01-26 6:22,322970,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel i7-9750H,6,12,2.19,4,29.77,19.35,7.44,70.23,6.27,1.49,1.35,1.19,64,42.71,21.29,66.74,6.55,SSD,2000,1002.98,997.02,50.15,6.27,331237,287361,250208,114687,1938,2235,10.41,113,452,21.14,16.57,67.87,3310,180
3,server-linux-02,192.168.1.30,01-01-26 6:23,322980,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Intel i7-9750H,6,12,2.2,4,42.13,27.38,10.53,57.87,5.79,2.11,1.91,1.69,32,15.54,16.46,48.56,0.77,NVMe,512,376.65,135.35,73.56,5.79,215057,306515,193013,225744,2504,2849,9.25,104,416,10.91,11.8,47.71,3231,202
4,server-mac-01,192.168.1.40,01-01-26 6:23,322990,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel Xeon E5-2670,8,16,2.89,3.1,41,26.65,10.25,59,3.94,2.05,1.86,1.64,16,8.17,7.83,51.09,6.67,HDD,512,269.1,242.9,52.56,3.94,256963,126127,180819,245185,1793,2948,6.72,81,324,24.04,11.1,66.75,3376,200
1,server-linux-01,192.168.1.10,01-01-26 6:23,323000,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Intel i7-9750H,6,12,3.67,4,42.23,27.45,10.56,57.77,6.03,2.11,1.92,1.69,64,27.07,36.93,42.3,3.93,NVMe,1000,630.34,369.66,63.03,6.03,297066,176150,188292,263225,2572,2164,12.38,102,408,21.36,15.94,57.89,2441,215
4,server-mac-01,192.168.1.40,01-01-26 6:23,323010,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Apple M1,8,8,2.96,3.2,32.71,21.26,8.18,67.29,6.02,1.64,1.49,1.31,64,24.35,39.65,38.04,7.11,NVMe,2000,1100.28,899.72,55.01,6.02,248282,227584,207007,243185,1872,1651,6.62,121,484,16.11,8.85,54.67,2523,183
2,server-win-01,192.168.1.20,01-01-26 6:23,323020,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,AMD Ryzen 7 3700X,8,16,4.08,4.4,27.47,17.85,6.87,72.53,5.84,1.37,1.25,1.1,16,7.96,8.04,49.74,5.78,HDD,2000,950.07,1049.93,47.5,5.84,198000,217456,139589,228479,1463,2927,11.13,102,408,12.83,17.87,64.21,3008,218
1,server-linux-01,192.168.1.10,01-01-26 6:23,323030,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel i7-9750H,6,12,2.21,4,39.42,25.62,9.86,60.58,12.12,1.97,1.79,1.58,64,31.68,32.32,49.5,6.86,NVMe,2000,1116.3,883.7,55.81,12.12,387188,263084,249270,214591,1583,2245,10.87,129,516,19.53,2.74,66.92,3489,230
1,server-linux-01,192.168.1.10,01-01-26 6:24,323040,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Apple M1,8,8,2.64,3.2,49.94,32.46,12.49,50.06,4.79,2.5,2.27,2,32,9.2,22.8,28.74,2.98,NVMe,512,362.04,149.96,70.71,4.79,207243,264235,215478,302149,2479,2772,7.28,125,500,8.65,7.75,72.6,3082,189
2,server-win-01,192.168.1.20,01-01-26 6:24,323050,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,AMD Ryzen 7 3700X,8,16,3.83,4.4,30.04,19.52,7.51,69.96,11.27,1.5,1.37,1.2,32,17.65,14.35,55.15,7.67,NVMe,512,320.95,191.05,62.69,11.27,104778,196483,118128,307131,2423,2212,11.12,83,332,26.43,10.93,55.33,2825,242
4,server-mac-01,192.168.1.40,01-01-26 6:24,323060,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Intel Xeon E5-2670,8,16,2.48,3.1,36.25,23.57,9.06,63.75,7.55,1.81,1.65,1.45,64,33.19,30.81,51.86,4.86,SSD,2000,899,1101,44.95,7.55,322857,263737,177900,242940,2651,1857,15.68,117,468,16.53,14.11,54.31,3344,237
3,server-linux-02,192.168.1.30,01-01-26 6:24,323070,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Intel Xeon E5-2670,8,16,2.29,3.1,32.37,21.04,8.09,67.63,8.25,1.62,1.47,1.29,16,8.04,7.96,50.26,4.58,SSD,2000,1030.56,969.44,51.53,8.25,228042,202743,136310,179875,2220,2769,8.94,115,460,24.22,13.22,48.07,2889,204
3,server-linux-02,192.168.1.30,01-01-26 6:24,323080,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Intel i7-9750H,6,12,3.91,4,48.21,31.34,12.05,51.79,5.44,2.41,2.19,1.93,16,9.15,6.85,57.18,3.14,SSD,2000,999.99,1000.01,50,5.44,347493,209589,218349,305707,1394,3160,14.14,114,456,6.14,7.51,69.3,3058,255
4,server-mac-01,192.168.1.40,01-01-26 6:24,323090,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel i7-9750H,6,12,3.84,4,46.24,30.06,11.56,53.76,5.39,2.31,2.1,1.85,16,6.28,9.72,39.23,5.26,SSD,2000,1415.87,584.13,70.79,5.39,174385,245356,182181,296608,2745,2914,7.15,95,380,26.65,11.52,64.77,2772,249
1,server-linux-01,192.168.1.10,01-01-26 6:25,323100,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,AMD Ryzen 7 3700X,8,16,2.12,4.4,28.84,18.75,7.21,71.16,7.91,1.44,1.31,1.15,16,10.62,5.38,66.39,3.11,NVMe,1000,670.42,329.58,67.04,7.91,295477,221821,178114,285440,2336,2096,10.32,114,456,7.4,10.88,62.92,3404,233
1,server-linux-01,192.168.1.10,01-01-26 6:25,323110,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Apple M1,8,8,2.65,3.2,44.38,28.85,11.09,55.62,5.45,2.22,2.02,1.78,64,34.62,29.38,54.09,2.44,NVMe,512,284.37,227.63,55.54,5.45,299901,116060,191245,343504,1919,3083,12.1,135,540,16.4,16.95,61.04,2853,214
4,server-mac-01,192.168.1.40,01-01-26 6:25,323120,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,AMD Ryzen 7 3700X,8,16,3.38,4.4,35.24,22.91,8.81,64.76,5.62,1.76,1.6,1.41,32,15.26,16.74,47.68,3.74,HDD,1000,537.11,462.89,53.71,5.62,236460,225232,178214,339467,2441,2334,7.32,78,312,14,9.72,72.41,3017,219
1,server-linux-01,192.168.1.10,01-01-26 6:25,323130,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,AMD Ryzen 7 3700X,8,16,2.01,4.4,36.48,23.71,9.12,63.52,9.86,1.82,1.66,1.46,64,38.84,25.16,60.69,5.6,SSD,1000,610.46,389.54,61.05,9.86,284865,134351,161954,259238,2041,2711,10.1,126,504,25.49,11.08,41.76,2975,201
2,server-win-01,192.168.1.20,01-01-26 6:25,323140,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel i7-9750H,6,12,3.6,4,37.32,24.26,9.33,62.68,6.72,1.87,1.7,1.49,32,15.82,16.18,49.45,3.81,SSD,1000,744.09,255.91,74.41,6.72,250162,206630,157076,232709,2382,2579,7.4,120,480,29.11,3.68,45.11,3186,239
1,server-linux-01,192.168.1.10,01-01-26 6:25,323150,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel Xeon E5-2670,8,16,2.35,3.1,39.58,25.72,9.89,60.42,9.17,1.98,1.8,1.58,16,9.03,6.97,56.41,5.07,SSD,2000,1248.55,751.45,62.43,9.17,222211,176360,184291,320092,1940,2540,2.2,141,564,20.67,8.64,75.74,3500,192
2,server-win-01,192.168.1.20,01-01-26 6:26,323160,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,AMD Ryzen 7 3700X,8,16,4.35,4.4,37.48,24.36,9.37,62.52,5.45,1.87,1.7,1.5,64,34.95,29.05,54.6,6.3,HDD,512,221.72,290.28,43.31,5.45,319638,141287,210313,271328,2096,2765,10.99,121,484,18.68,14.78,56.27,2816,219
4,server-mac-01,192.168.1.40,01-01-26 6:26,323170,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,AMD Ryzen 7 3700X,8,16,2.5,4.4,53.12,34.53,13.28,46.88,6.49,2.66,2.41,2.12,32,11.06,20.94,34.56,2.15,NVMe,2000,1266.68,733.32,63.33,6.49,174740,207769,165120,259662,2021,3215,10.59,115,460,6.18,14.61,61.86,3402,272
4,server-mac-01,192.168.1.40,01-01-26 6:26,323180,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel i7-9750H,6,12,3.46,4,53.12,34.53,13.28,46.88,6.26,2.66,2.41,2.12,32,14.65,17.35,45.77,10.25,NVMe,2000,685.44,1314.56,34.27,6.26,208043,229761,218510,255897,2489,2587,11.27,114,456,13.98,11.26,66.33,3246,276
3,server-linux-02,192.168.1.30,01-01-26 6:26,323190,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,AMD Ryzen 7 3700X,8,16,2.76,4.4,42.28,27.48,10.57,57.72,7.65,2.11,1.92,1.69,16,8.83,7.17,55.18,4.81,SSD,2000,1228.16,771.84,61.41,7.65,303792,139510,213029,282668,1628,2811,13.99,107,428,20.9,15.6,62.66,3341,181
1,server-linux-01,192.168.1.10,01-01-26 6:26,323200,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,AMD Ryzen 7 3700X,8,16,2.11,4.4,40.3,26.2,10.08,59.7,6.55,2.02,1.83,1.61,32,18.17,13.83,56.78,8.22,HDD,2000,1480.51,519.49,74.03,6.55,207211,102823,167798,194324,3061,3302,14.79,91,364,20.7,4.71,56.16,3508,226
1,server-linux-01,192.168.1.10,01-01-26 6:26,323210,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel Xeon E5-2670,8,16,2.8,3.1,40.08,26.05,10.02,59.92,4,2,1.82,1.6,64,24.82,39.18,38.78,3.91,NVMe,2000,984.21,1015.79,49.21,4,155759,213778,164332,360729,3171,1797,8.1,107,428,20.95,15.67,71.12,3043,196
4,server-mac-01,192.168.1.40,01-01-26 6:27,323220,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Apple M1,8,8,2.65,3.2,40.05,26.03,10.01,59.95,5.27,2,1.82,1.6,16,9.06,6.94,56.65,4.29,SSD,1000,856.14,143.86,85.61,5.27,151552,202272,249424,183059,2051,2674,9.41,129,516,14.94,13.96,49.07,2637,196
4,server-mac-01,192.168.1.40,01-01-26 6:27,323230,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,AMD Ryzen 7 3700X,8,16,2.27,4.4,39.89,25.93,9.97,60.11,5.81,1.99,1.81,1.6,16,8.08,7.92,50.52,5,HDD,512,307.75,204.25,60.11,5.81,292119,214501,161562,295088,2132,2255,5.72,73,292,26.92,11.98,67.39,2549,191
4,server-mac-01,192.168.1.40,01-01-26 6:27,323240,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Intel i7-9750H,6,12,2.36,4,28.91,18.79,7.23,71.09,6.87,1.45,1.31,1.16,32,14.66,17.34,45.8,4.05,HDD,512,270.96,241.04,52.92,6.87,271119,156538,206449,274013,1941,1636,11.71,165,660,19.81,8.77,54.08,2937,237
4,server-mac-01,192.168.1.40,01-01-26 6:27,323250,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel Xeon E5-2670,8,16,3.09,3.1,33.93,22.05,8.48,66.07,5.83,1.7,1.54,1.36,16,9.11,6.89,56.91,1.12,NVMe,2000,1508.64,491.36,75.43,5.83,255169,150024,241773,261243,2692,2830,10,150,600,20.84,12.48,62.51,2500,220
1,server-linux-01,192.168.1.10,01-01-26 6:27,323260,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Apple M1,8,8,2.37,3.2,33.43,21.73,8.36,66.57,6.61,1.67,1.52,1.34,16,9.07,6.93,56.71,7.03,HDD,1000,584.63,415.37,58.46,6.61,289710,163884,208945,204903,2028,2698,6.63,122,488,2.61,12.16,64.35,2520,151
4,server-mac-01,192.168.1.40,01-01-26 6:27,323270,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Intel i7-9750H,6,12,2.04,4,34.92,22.7,8.73,65.08,9.37,1.75,1.59,1.4,64,32.23,31.77,50.37,7.01,NVMe,512,331.02,180.98,64.65,9.37,294678,232810,180481,255901,2602,2496,3.63,99,396,28.97,17.45,73.06,2723,194
4,server-mac-01,192.168.1.40,01-01-26 6:28,323280,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,AMD Ryzen 7 3700X,8,16,2.27,4.4,47.97,31.18,11.99,52.03,4.21,2.4,2.18,1.92,64,41.17,22.83,64.33,6.7,NVMe,1000,487.4,512.6,48.74,4.21,132508,203283,210187,246526,1874,3380,10.34,106,424,7.96,11.62,47.83,2939,201
4,server-mac-01,192.168.1.40,01-01-26 6:28,323290,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Apple M1,8,8,2.95,3.2,36.89,23.98,9.22,63.11,6.85,1.84,1.68,1.48,32,16.1,15.9,50.32,5.46,NVMe,512,286.19,225.81,55.9,6.85,306351,236090,197089,268621,2191,2704,7.02,131,524,13.33,7.13,57.88,2078,183
4,server-mac-01,192.168.1.40,01-01-26 6:28,323300,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Apple M1,8,8,2.47,3.2,37.47,24.36,9.37,62.53,6.16,1.87,1.7,1.5,32,22.97,9.03,71.78,3.36,SSD,2000,768.3,1231.7,38.42,6.16,278056,197261,118273,177175,2259,2770,9.7,98,392,13.34,14.75,49.29,2894,228
2,server-win-01,192.168.1.20,01-01-26 6:28,323310,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Intel i7-9750H,6,12,3.06,4,42.91,27.89,10.73,57.09,5.11,2.15,1.95,1.72,32,20.32,11.68,63.49,3.47,SSD,1000,642.33,357.67,64.23,5.11,309790,213468,161569,226542,2740,3140,7.66,153,612,16.51,17.02,68.15,3238,220
4,server-mac-01,192.168.1.40,01-01-26 6:28,323320,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel Xeon E5-2670,8,16,2.96,3.1,60.9,39.58,15.22,39.1,7.44,3.04,2.77,2.44,32,16.18,15.82,50.57,9.45,SSD,512,266.86,245.14,52.12,7.44,200093,212266,158307,205711,1745,3325,11.97,129,516,25.57,13.88,65.53,3508,203
1,server-linux-01,192.168.1.10,01-01-26 6:28,323330,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Intel Xeon E5-2670,8,16,3.08,3.1,40.04,26.02,10.01,59.96,4.39,2,1.82,1.6,64,29.77,34.23,46.52,2.32,HDD,512,408.95,103.05,79.87,4.39,208292,245154,147375,280105,2447,2234,13.46,118,472,16.61,9.84,72.97,3010,193
3,server-linux-02,192.168.1.30,01-01-26 6:29,323340,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,AMD Ryzen 7 3700X,8,16,2.13,4.4,37.59,24.43,9.4,62.41,4.6,1.88,1.71,1.5,64,32.7,31.3,51.1,5.02,SSD,2000,1197.65,802.35,59.88,4.6,230917,148530,168405,263331,2557,1956,13.11,108,432,17.1,8.22,52.01,2702,197
3,server-linux-02,192.168.1.30,01-01-26 6:29,323350,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,AMD Ryzen 7 3700X,8,16,2.94,4.4,51.53,33.49,12.88,48.47,3.44,2.58,2.34,2.06,16,8.18,7.82,51.14,6.17,SSD,2000,1366.2,633.8,68.31,3.44,191706,212226,132559,271230,2432,2390,9.71,126,504,32.52,14.56,47.42,3188,178
3,server-linux-02,192.168.1.30,01-01-26 6:29,323360,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Intel i7-9750H,6,12,2.66,4,40.81,26.52,10.2,59.19,7.25,2.04,1.85,1.63,64,31.82,32.18,49.72,4.13,NVMe,512,339.78,172.22,66.36,7.25,277028,233867,162520,348667,1869,2672,4.57,124,496,31.05,13.17,58.38,2877,210
3,server-linux-02,192.168.1.30,01-01-26 6:29,323370,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Apple M1,8,8,2.36,3.2,53.84,34.99,13.46,46.16,6.62,2.69,2.45,2.15,32,13.37,18.63,41.8,1.11,SSD,1000,361.4,638.6,36.14,6.62,173003,200800,150720,276606,1688,2447,7.9,152,608,6.47,6.21,64.48,3407,211
2,server-win-01,192.168.1.20,01-01-26 6:29,323380,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,Intel i7-9750H,6,12,2.34,4,37.46,24.35,9.36,62.54,6.95,1.87,1.7,1.5,64,30.16,33.84,47.13,7.99,NVMe,1000,517.86,482.14,51.79,6.95,206282,215398,164708,295685,1807,2794,12.93,122,488,29.66,11.64,67.64,2974,244
3,server-linux-02,192.168.1.30,01-01-26 6:29,323390,Windows,Windows Server 2019,10.0.17763,10.0.17763,x86_64,Windows-Server,AMD Ryzen 7 3700X,8,16,3.02,4.4,46.47,30.21,11.62,53.53,8.52,2.32,2.11,1.86,16,9.38,6.62,58.62,6.31,NVMe,1000,462.15,537.85,46.22,8.52,238439,229381,156168,257469,2539,2872,12.49,106,424,13.81,10.02,55.38,2985,201
3,server-linux-02,192.168.1.30,01-01-26 6:30,323400,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,AMD Ryzen 7 3700X,8,16,3.46,4.4,43.18,28.06,10.79,56.82,2.55,2.16,1.96,1.73,16,6.65,9.35,41.57,3.12,SSD,512,374.5,137.5,73.14,2.55,167481,93142,206125,160113,2284,1919,14.15,90,360,24.62,11.44,70.05,2777,252
4,server-mac-01,192.168.1.40,01-01-26 6:30,323410,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,Intel i7-9750H,6,12,2.85,4,27.95,18.17,6.99,72.05,6.47,1.4,1.27,1.12,16,8.14,7.86,50.89,4.3,SSD,2000,1100.1,899.9,55.01,6.47,343174,141052,186635,210646,2882,2703,9.66,142,568,26.26,0.7,60.29,2476,240
3,server-linux-02,192.168.1.30,01-01-26 6:30,323420,Windows,Windows 10,10.0.19045,10.0.19045,x86_64,Windows-10,Intel i7-9750H,6,12,2.14,4,37.55,24.41,9.39,62.45,8.02,1.88,1.71,1.5,16,7.02,8.98,43.89,6.54,NVMe,1000,580.39,419.61,58.04,8.02,357134,245227,205991,196124,2014,1866,9.75,108,432,13.6,12.88,51.82,3361,253
1,server-linux-01,192.168.1.10,01-01-26 6:30,323430,Linux,Ubuntu 22.04,5.15.0,5.15.0-89-generic,x86_64,Linux-Ubuntu,Intel Xeon E5-2670,8,16,2.61,3.1,30.06,19.54,7.51,69.94,7.42,1.5,1.37,1.2,16,10.48,5.52,65.5,3.85,HDD,512,295.84,216.16,57.78,7.42,312731,236586,141744,340788,1900,2139,4.9,129,516,29.25,10.21,49.8,2754,264
2,server-win-01,192.168.1.20,01-01-26 6:30,323440,Darwin,macOS 13,22.0.0,22.0.0,x86_64,macOS-Ventura,AMD Ryzen 7 3700X,8,16,2.85,4.4,30.53,19.84,7.63,69.47,5.86,1.53,1.39,1.22,64,27.25,36.75,42.58,4.2,SSD,2000,717.93,1282.07,35.9,5.86,346084,203254,213121,227831,2775,2934,10.25,147,588,18.96,4.81,65.04,2703,189
